2019-07-26 16:44:37.216341|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, [::]:9987
2019-07-26 18:07:09.271088|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:143) with values (value:-1418792801) was added by '00*BadBoy*00'(id:2) to channel 'Gaming'(id:4)
2019-07-26 18:09:01.634870|INFO    |VirtualServer |1  |permission 'i_channel_needed_join_power'(id:138) with values (value:10) was added by '00*BadBoy*00'(id:2) to channel 'Gaming'(id:4)
2019-07-26 18:09:01.635870|INFO    |VirtualServer |1  |permission 'i_channel_needed_description_view_power'(id:142) with values (value:10) was added by '00*BadBoy*00'(id:2) to channel 'Gaming'(id:4)
2019-07-26 18:09:01.635870|INFO    |VirtualServer |1  |permission 'i_channel_needed_subscribe_power'(id:140) with values (value:10) was added by '00*BadBoy*00'(id:2) to channel 'Gaming'(id:4)
2019-07-26 18:10:32.164862|INFO    |VirtualServer |1  |servergroup 'member'(id:9) was added by '00*BadBoy*00'(id:2)
2019-07-26 18:10:32.185845|INFO    |VirtualServer |1  |permission 'i_group_auto_update_type'(id:147) with values (value:45, negated:0, skipchannel:0) was added by '00*BadBoy*00'(id:2) to servergroup 'member'(id:9)
2019-07-26 18:10:32.186844|INFO    |VirtualServer |1  |permission 'i_client_talk_power'(id:219) with values (value:75, negated:0, skipchannel:0) was added by '00*BadBoy*00'(id:2) to servergroup 'member'(id:9)
2019-07-26 18:10:32.186844|INFO    |VirtualServer |1  |permission 'i_client_poke_power'(id:221) with values (value:75, negated:0, skipchannel:0) was added by '00*BadBoy*00'(id:2) to servergroup 'member'(id:9)
2019-07-26 18:10:32.186844|INFO    |VirtualServer |1  |permission 'i_client_max_clones_uid'(id:174) with values (value:10, negated:0, skipchannel:0) was added by '00*BadBoy*00'(id:2) to servergroup 'member'(id:9)
2019-07-26 18:10:32.186844|INFO    |VirtualServer |1  |permission 'b_client_ignore_antiflood'(id:182) with values (value:1, negated:0, skipchannel:0) was added by '00*BadBoy*00'(id:2) to servergroup 'member'(id:9)
